Orthogroup	acer	afen	alor	amil	apal	apoc	cjar	cnat	dcyl	dper	dspp	ffun	gasp	gfas	mcap	ofav	pcom	pdae	plob	pmea	pver	spis	ssid
OG0061187																							FUN_023184-T1
OG0061188																							FUN_023217-T1
OG0061189																							FUN_023231-T1
OG0061190																							FUN_023242-T1
OG0061191																							FUN_023257-T1
OG0061192																							FUN_023331-T1
OG0061193																							FUN_023354-T1
OG0061194																							FUN_023355-T1
OG0061195																							FUN_023361-T1
OG0061196																							FUN_023367-T1
OG0061197																							FUN_023368-T1
OG0061198																							FUN_023399-T1
OG0061199																							FUN_023421-T1
OG0061200																							FUN_023444-T1
OG0061201																							FUN_023451-T1
OG0061202																							FUN_023480-T1
OG0061203																							FUN_023524-T1
OG0061204																							FUN_023551-T1
OG0061205																							FUN_023564-T1
OG0061206																							FUN_023586-T1
OG0061207																							FUN_023612-T1
OG0061208																							FUN_023615-T1
OG0061209																							FUN_023628-T1
OG0061210																							FUN_023629-T1
OG0061211																							FUN_023641-T1
OG0061212																							FUN_023643-T1
OG0061213																							FUN_023662-T1
OG0061214																							FUN_023707-T1
OG0061215																							FUN_023713-T1
OG0061216																							FUN_023714-T1
OG0061217																							FUN_023735-T1
OG0061218																							FUN_023748-T1
OG0061219																							FUN_023781-T1
OG0061220																							FUN_023782-T1
OG0061221																							FUN_023801-T1
OG0061222																							FUN_023818-T1
OG0061223																							FUN_023863-T1
OG0061224																							FUN_023864-T1
OG0061225																							FUN_023872-T1
OG0061226																							FUN_023884-T1
OG0061227																							FUN_023910-T1
OG0061228																							FUN_023945-T1
OG0061229																							FUN_023966-T1
OG0061230																							FUN_024011-T1
OG0061231																							FUN_024012-T1
OG0061232																							FUN_024048-T1
OG0061233																							FUN_024084-T1
OG0061234																							FUN_024092-T1
OG0061235																							FUN_024123-T1
OG0061236																							FUN_024127-T1
OG0061237																							FUN_024136-T1
OG0061238																							FUN_024142-T1
OG0061239																							FUN_024158-T1
OG0061240																							FUN_024165-T1
OG0061241																							FUN_024172-T1
OG0061242																							FUN_024175-T1
OG0061243																							FUN_024223-T1
OG0061244																							FUN_024250-T1
OG0061245																							FUN_024251-T1
OG0061246																							FUN_024252-T1
OG0061247																							FUN_024256-T1
OG0061248																							FUN_024259-T1
OG0061249																							FUN_024270-T1
OG0061250																							FUN_024275-T1
OG0061251																							FUN_024288-T1
OG0061252																							FUN_024289-T1
OG0061253																							FUN_024316-T1
OG0061254																							FUN_024345-T1
OG0061255																							FUN_024361-T1
OG0061256																							FUN_024364-T1
OG0061257																							FUN_024377-T1
OG0061258																							FUN_024382-T1
OG0061259																							FUN_024400-T1
OG0061260																							FUN_024421-T1
OG0061261																							FUN_024454-T1
OG0061262																							FUN_024455-T1
OG0061263																							FUN_024460-T1
OG0061264																							FUN_024499-T1
OG0061265																							FUN_024553-T1
OG0061266																							FUN_024563-T1
OG0061267																							FUN_024589-T1
OG0061268																							FUN_024590-T1
OG0061269																							FUN_024611-T1
OG0061270																							FUN_024621-T1
OG0061271																							FUN_024622-T1
OG0061272																							FUN_024633-T1
OG0061273																							FUN_024657-T1
OG0061274																							FUN_024667-T1
OG0061275																							FUN_024745-T1
OG0061276																							FUN_024750-T1
OG0061277																							FUN_024780-T1
OG0061278																							FUN_024783-T1
OG0061279																							FUN_024785-T1
OG0061280																							FUN_024798-T1
OG0061281																							FUN_024801-T1
OG0061282																							FUN_024804-T1
OG0061283																							FUN_024832-T1
OG0061284																							FUN_024849-T1
OG0061285																							FUN_024851-T1
OG0061286																							FUN_024860-T1
OG0061287																							FUN_024864-T1
OG0061288																							FUN_024871-T1
OG0061289																							FUN_024895-T1
OG0061290																							FUN_024899-T1
OG0061291																							FUN_024992-T1
OG0061292																							FUN_025019-T1
OG0061293																							FUN_025029-T1
OG0061294																							FUN_025038-T1
OG0061295																							FUN_025046-T1
OG0061296																							FUN_025051-T1
OG0061297																							FUN_025054-T1
OG0061298																							FUN_025055-T1
OG0061299																							FUN_025057-T1
OG0061300																							FUN_025067-T1
OG0061301																							FUN_025069-T1
OG0061302																							FUN_025081-T1
OG0061303																							FUN_025102-T1
OG0061304																							FUN_025106-T1
OG0061305																							FUN_025113-T1
OG0061306																							FUN_025124-T1
OG0061307																							FUN_025128-T1
OG0061308																							FUN_025154-T1
OG0061309																							FUN_025190-T1
OG0061310																							FUN_025220-T1
OG0061311																							FUN_025241-T1
OG0061312																							FUN_025262-T1
OG0061313																							FUN_025272-T1
OG0061314																							FUN_025278-T1
OG0061315																							FUN_025282-T1
OG0061316																							FUN_025288-T1
OG0061317																							FUN_025295-T1
OG0061318																							FUN_025307-T1
OG0061319																							FUN_025324-T1
OG0061320																							FUN_025344-T1
OG0061321																							FUN_025360-T1
OG0061322																							FUN_025364-T1
OG0061323																							FUN_025365-T1
OG0061324																							FUN_025367-T1
OG0061325																							FUN_025411-T1
OG0061326																							FUN_025412-T1
OG0061327																							FUN_025413-T1
OG0061328																							FUN_025415-T1
OG0061329																							FUN_025416-T1
OG0061330																							FUN_025426-T1
OG0061331																							FUN_025450-T1
OG0061332																							FUN_025472-T1
OG0061333																							FUN_025478-T1
OG0061334																							FUN_025495-T1
OG0061335																							FUN_025503-T1
OG0061336																							FUN_025507-T1
OG0061337																							FUN_025548-T1
OG0061338																							FUN_025553-T1
OG0061339																							FUN_025574-T1
OG0061340																							FUN_025577-T1
OG0061341																							FUN_025629-T1
OG0061342																							FUN_025653-T1
OG0061343																							FUN_025666-T1
OG0061344																							FUN_025693-T1
OG0061345																							FUN_025702-T1
OG0061346																							FUN_025719-T1
OG0061347																							FUN_025723-T2
OG0061348																							FUN_025727-T1
OG0061349																							FUN_025744-T1
OG0061350																							FUN_025748-T1
OG0061351																							FUN_025817-T1
OG0061352																							FUN_025823-T1
OG0061353																							FUN_025830-T1
OG0061354																							FUN_025856-T1
OG0061355																							FUN_025909-T1
OG0061356																							FUN_025937-T1
OG0061357																							FUN_025954-T1
OG0061358																							FUN_025959-T1
OG0061359																							FUN_025967-T1
OG0061360																							FUN_025968-T1
OG0061361																							FUN_025976-T1
OG0061362																							FUN_025982-T1
OG0061363																							FUN_025983-T1
OG0061364																							FUN_025997-T1
OG0061365																							FUN_026003-T1
OG0061366																							FUN_026004-T1
OG0061367																							FUN_026018-T1
OG0061368																							FUN_026078-T1
OG0061369																							FUN_026125-T1
OG0061370																							FUN_026132-T1
OG0061371																							FUN_026168-T1
OG0061372																							FUN_026169-T1
OG0061373																							FUN_026176-T1
OG0061374																							FUN_026197-T1
OG0061375																							FUN_026199-T1
OG0061376																							FUN_026238-T1
OG0061377																							FUN_026255-T1
OG0061378																							FUN_026305-T1
OG0061379																							FUN_026320-T1
OG0061380																							FUN_026332-T1
OG0061381																							FUN_026396-T1
OG0061382																							FUN_026400-T1
OG0061383																							FUN_026403-T1
OG0061384																							FUN_026409-T1
OG0061385																							FUN_026432-T1
OG0061386																							FUN_026435-T1
OG0061387																							FUN_026438-T1
OG0061388																							FUN_026442-T1
OG0061389																							FUN_026444-T1
OG0061390																							FUN_026445-T1
OG0061391																							FUN_026477-T1
OG0061392																							FUN_026488-T1
OG0061393																							FUN_026501-T1
OG0061394																							FUN_026504-T1
OG0061395																							FUN_026512-T1
OG0061396																							FUN_026513-T1
OG0061397																							FUN_026520-T1
OG0061398																							FUN_026523-T1
OG0061399																							FUN_026537-T1
OG0061400																							FUN_026653-T1
OG0061401																							FUN_026661-T1
OG0061402																							FUN_026686-T1
OG0061403																							FUN_026699-T1
OG0061404																							FUN_026710-T1
OG0061405																							FUN_026732-T1
OG0061406																							FUN_026736-T1
OG0061407																							FUN_026740-T1
OG0061408																							FUN_026750-T1
OG0061409																							FUN_026751-T1
OG0061410																							FUN_026763-T1
OG0061411																							FUN_026784-T1
OG0061412																							FUN_026789-T1
OG0061413																							FUN_026816-T1
OG0061414																							FUN_026829-T1
OG0061415																							FUN_026834-T1
OG0061416																							FUN_026860-T1
OG0061417																							FUN_026866-T1
OG0061418																							FUN_026891-T1
OG0061419																							FUN_026915-T1
OG0061420																							FUN_026920-T1
OG0061421																							FUN_026921-T1
OG0061422																							FUN_026930-T1
OG0061423																							FUN_026932-T1
OG0061424																							FUN_026941-T1
OG0061425																							FUN_026983-T1
OG0061426																							FUN_026985-T1
OG0061427																							FUN_026987-T1
OG0061428																							FUN_026990-T1
OG0061429																							FUN_026993-T1
OG0061430																							FUN_026997-T1
OG0061431																							FUN_026998-T1
OG0061432																							FUN_027024-T1
OG0061433																							FUN_027077-T1
OG0061434																							FUN_027092-T1
OG0061435																							FUN_027099-T1
OG0061436																							FUN_027109-T1
OG0061437																							FUN_027115-T1
OG0061438																							FUN_027138-T1
OG0061439																							FUN_027142-T1
OG0061440																							FUN_027155-T1
OG0061441																							FUN_027163-T1
OG0061442																							FUN_027173-T1
OG0061443																							FUN_027182-T1
OG0061444																							FUN_027190-T1
OG0061445																							FUN_027238-T1
OG0061446																							FUN_027239-T1
OG0061447																							FUN_027252-T1
OG0061448																							FUN_027255-T1
OG0061449																							FUN_027262-T1
OG0061450																							FUN_027271-T1
OG0061451																							FUN_027320-T1
OG0061452																							FUN_027325-T1
OG0061453																							FUN_027327-T1
OG0061454																							FUN_027352-T1
OG0061455																							FUN_027360-T1
OG0061456																							FUN_027426-T1
OG0061457																							FUN_027472-T1
OG0061458																							FUN_027543-T1
OG0061459																							FUN_027569-T1
OG0061460																							FUN_027581-T1
OG0061461																							FUN_027586-T1
OG0061462																							FUN_027607-T1
OG0061463																							FUN_027610-T1
OG0061464																							FUN_027629-T1
OG0061465																							FUN_027631-T1
OG0061466																							FUN_027671-T1
OG0061467																							FUN_027672-T1
OG0061468																							FUN_027674-T1
OG0061469																							FUN_027677-T1
OG0061470																							FUN_027715-T1
OG0061471																							FUN_027719-T2
OG0061472																							FUN_027722-T1
OG0061473																							FUN_027725-T1
OG0061474																							FUN_027727-T1
OG0061475																							FUN_027738-T1
OG0061476																							FUN_027752-T1
OG0061477																							FUN_027753-T1
OG0061478																							FUN_027767-T1
OG0061479																							FUN_027783-T1
OG0061480																							FUN_027834-T1
OG0061481																							FUN_027852-T1
OG0061482																							FUN_027864-T1
OG0061483																							FUN_027865-T1
OG0061484																							FUN_027890-T1
OG0061485																							FUN_027891-T1
OG0061486																							FUN_027893-T1
OG0061487																							FUN_027903-T1
OG0061488																							FUN_027904-T1
OG0061489																							FUN_027968-T1
OG0061490																							FUN_027977-T1
OG0061491																							FUN_028086-T1
OG0061492																							FUN_028097-T1
OG0061493																							FUN_028101-T1
OG0061494																							FUN_028120-T1
OG0061495																							FUN_028122-T1
OG0061496																							FUN_028147-T1
OG0061497																							FUN_028149-T1
OG0061498																							FUN_028150-T1
OG0061499																							FUN_028154-T1
OG0061500																							FUN_028206-T1
OG0061501																							FUN_028215-T1
OG0061502																							FUN_028228-T1
OG0061503																							FUN_028234-T1
OG0061504																							FUN_028240-T1
OG0061505																							FUN_028257-T1
OG0061506																							FUN_028285-T1
OG0061507																							FUN_028290-T1
OG0061508																							FUN_028299-T1
OG0061509																							FUN_028315-T1
OG0061510																							FUN_028326-T1
OG0061511																							FUN_028333-T1
OG0061512																							FUN_028351-T1
OG0061513																							FUN_028368-T1
OG0061514																							FUN_028376-T1
OG0061515																							FUN_028385-T1
OG0061516																							FUN_028401-T1
OG0061517																							FUN_028403-T1
OG0061518																							FUN_028461-T1
OG0061519																							FUN_028464-T1
OG0061520																							FUN_028470-T1
OG0061521																							FUN_028473-T1
OG0061522																							FUN_028474-T1
OG0061523																							FUN_028480-T1
OG0061524																							FUN_028503-T1
OG0061525																							FUN_028509-T1
OG0061526																							FUN_028517-T1
OG0061527																							FUN_028530-T1
OG0061528																							FUN_028532-T1
OG0061529																							FUN_028547-T1
OG0061530																							FUN_028551-T1
OG0061531																							FUN_028553-T1
OG0061532																							FUN_028557-T1
OG0061533																							FUN_028558-T1
OG0061534																							FUN_028562-T1
OG0061535																							FUN_028572-T1
OG0061536																							FUN_028573-T1
OG0061537																							FUN_028617-T1
OG0061538																							FUN_028643-T1
OG0061539																							FUN_028644-T1
OG0061540																							FUN_028645-T1
OG0061541																							FUN_028646-T1
OG0061542																							FUN_028715-T1
OG0061543																							FUN_028734-T1
OG0061544																							FUN_028765-T1
OG0061545																							FUN_028773-T1
OG0061546																							FUN_028777-T1
OG0061547																							FUN_028788-T1
OG0061548																							FUN_028790-T1
OG0061549																							FUN_028798-T1
OG0061550																							FUN_028806-T1
OG0061551																							FUN_028812-T1
OG0061552																							FUN_028831-T1
OG0061553																							FUN_028866-T3
OG0061554																							FUN_028872-T1
OG0061555																							FUN_028915-T1
OG0061556																							FUN_028923-T1
OG0061557																							FUN_028925-T1
OG0061558																							FUN_028927-T1
OG0061559																							FUN_028931-T1
OG0061560																							FUN_028935-T1
OG0061561																							FUN_028940-T1
OG0061562																							FUN_028950-T1
OG0061563																							FUN_028952-T1
OG0061564																							FUN_028953-T1
OG0061565																							FUN_028961-T1
OG0061566																							FUN_028965-T1
OG0061567																							FUN_029008-T1
OG0061568																							FUN_029010-T1
OG0061569																							FUN_029017-T1
OG0061570																							FUN_029029-T1
OG0061571																							FUN_029048-T1
OG0061572																							FUN_029049-T1
OG0061573																							FUN_029052-T1
OG0061574																							FUN_029053-T1
OG0061575																							FUN_029084-T1
OG0061576																							FUN_029089-T1
OG0061577																							FUN_029092-T1
OG0061578																							FUN_029094-T1
OG0061579																							FUN_029097-T1
OG0061580																							FUN_029101-T1
OG0061581																							FUN_029106-T1
OG0061582																							FUN_029157-T1
OG0061583																							FUN_029181-T1
OG0061584																							FUN_029237-T1
OG0061585																							FUN_029245-T1
OG0061586																							FUN_029246-T1
OG0061587																							FUN_029256-T1
OG0061588																							FUN_029278-T1
OG0061589																							FUN_029286-T1
OG0061590																							FUN_029308-T1
OG0061591																							FUN_029324-T1
OG0061592																							FUN_029335-T1
OG0061593																							FUN_029359-T1
OG0061594																							FUN_029369-T1
OG0061595																							FUN_029406-T1
OG0061596																							FUN_029416-T1
OG0061597																							FUN_029438-T1
OG0061598																							FUN_029465-T1
OG0061599																							FUN_029520-T1
OG0061600																							FUN_029547-T1
OG0061601																							FUN_029554-T1
OG0061602																							FUN_029557-T1
OG0061603																							FUN_029570-T1
OG0061604																							FUN_029607-T1
OG0061605																							FUN_029611-T1
OG0061606																							FUN_029629-T1
OG0061607																							FUN_029642-T1
OG0061608																							FUN_029702-T2
OG0061609																							FUN_029719-T1
OG0061610																							FUN_029784-T1
OG0061611																							FUN_029791-T1
OG0061612																							FUN_029799-T1
OG0061613																							FUN_029800-T1
OG0061614																							FUN_029812-T1
OG0061615																							FUN_029847-T1
OG0061616																							FUN_029889-T1
OG0061617																							FUN_029900-T1
OG0061618																							FUN_029901-T1
OG0061619																							FUN_029931-T1
OG0061620																							FUN_029935-T1
OG0061621																							FUN_029953-T1
OG0061622																							FUN_029958-T1
OG0061623																							FUN_029971-T1
OG0061624																							FUN_029977-T1
OG0061625																							FUN_029986-T1
OG0061626																							FUN_029996-T1
OG0061627																							FUN_030025-T1
OG0061628																							FUN_030054-T1
OG0061629																							FUN_030057-T1
OG0061630																							FUN_030071-T1
OG0061631																							FUN_030087-T1
OG0061632																							FUN_030094-T1
OG0061633																							FUN_030142-T1
OG0061634																							FUN_030176-T1
OG0061635																							FUN_030178-T1
OG0061636																							FUN_030217-T1
OG0061637																							FUN_030245-T1
OG0061638																							FUN_030252-T1
OG0061639																							FUN_030259-T1
OG0061640																							FUN_030262-T1
OG0061641																							FUN_030269-T1
OG0061642																							FUN_030272-T1
OG0061643																							FUN_030280-T1
OG0061644																							FUN_030294-T1
OG0061645																							FUN_030301-T1
OG0061646																							FUN_030313-T1
OG0061647																							FUN_030317-T1
OG0061648																							FUN_030326-T1
OG0061649																							FUN_030338-T1
OG0061650																							FUN_030362-T1
OG0061651																							FUN_030495-T1
OG0061652																							FUN_030516-T1
OG0061653																							FUN_030538-T1
OG0061654																							FUN_030543-T1
OG0061655																							FUN_030549-T1
OG0061656																							FUN_030566-T1
OG0061657																							FUN_030572-T1
OG0061658																							FUN_030583-T1
OG0061659																							FUN_030591-T1
OG0061660																							FUN_030613-T1
OG0061661																							FUN_030614-T1
OG0061662																							FUN_030625-T1
OG0061663																							FUN_030653-T1
OG0061664																							FUN_030658-T1
OG0061665																							FUN_030669-T1
OG0061666																							FUN_030687-T1
OG0061667																							FUN_030713-T1
OG0061668																							FUN_030722-T1
OG0061669																							FUN_030736-T1
OG0061670																							FUN_030747-T1
OG0061671																							FUN_030748-T1
OG0061672																							FUN_030749-T1
OG0061673																							FUN_030768-T1
OG0061674																							FUN_030781-T1
OG0061675																							FUN_030806-T1
OG0061676																							FUN_030807-T1
OG0061677																							FUN_030808-T1
OG0061678																							FUN_030809-T1
OG0061679																							FUN_030815-T1
OG0061680																							FUN_030817-T1
OG0061681																							FUN_030818-T1
OG0061682																							FUN_030830-T1
OG0061683																							FUN_030869-T1
OG0061684																							FUN_030885-T1
OG0061685																							FUN_030896-T1
OG0061686																							FUN_030897-T1
OG0061687																							FUN_030899-T1
OG0061688																							FUN_030918-T1
OG0061689																							FUN_030937-T1
OG0061690																							FUN_030950-T1
OG0061691																							FUN_030984-T1
OG0061692																							FUN_030987-T1
OG0061693																							FUN_030995-T1
OG0061694																							FUN_030996-T1
OG0061695																							FUN_030997-T1
OG0061696																							FUN_031039-T1
OG0061697																							FUN_031042-T1
OG0061698																							FUN_031048-T1
OG0061699																							FUN_031101-T1
OG0061700																							FUN_031116-T1
OG0061701																							FUN_031123-T1
OG0061702																							FUN_031129-T1
OG0061703																							FUN_031195-T1
OG0061704																							FUN_031197-T1
OG0061705																							FUN_031244-T1
OG0061706																							FUN_031257-T1
OG0061707																							FUN_031261-T1
OG0061708																							FUN_031265-T1
OG0061709																							FUN_031270-T1
OG0061710																							FUN_031275-T1
OG0061711																							FUN_031279-T1
OG0061712																							FUN_031281-T1
OG0061713																							FUN_031287-T1
OG0061714																							FUN_031335-T1
OG0061715																							FUN_031416-T1
OG0061716																							FUN_031428-T1
OG0061717																							FUN_031433-T1
OG0061718																							FUN_031451-T1
OG0061719																							FUN_031460-T1
OG0061720																							FUN_031484-T1
OG0061721																							FUN_031508-T1
OG0061722																							FUN_031530-T1
OG0061723																							FUN_031539-T1
OG0061724																							FUN_031544-T1
OG0061725																							FUN_031547-T1
OG0061726																							FUN_031551-T1
OG0061727																							FUN_031562-T1
OG0061728																							FUN_031574-T1
OG0061729																							FUN_031580-T1
OG0061730																							FUN_031603-T1
OG0061731																							FUN_031620-T1
OG0061732																							FUN_031644-T1
OG0061733																							FUN_031661-T1
OG0061734																							FUN_031665-T1
OG0061735																							FUN_031668-T1
OG0061736																							FUN_031707-T1
OG0061737																							FUN_031714-T1
OG0061738																							FUN_031744-T1
OG0061739																							FUN_031747-T1
OG0061740																							FUN_031767-T1
OG0061741																							FUN_031772-T1
OG0061742																							FUN_031781-T1
OG0061743																							FUN_031788-T1
OG0061744																							FUN_031794-T1
OG0061745																							FUN_031795-T1
OG0061746																							FUN_031801-T1
OG0061747																							FUN_031804-T1
OG0061748																							FUN_031836-T1
OG0061749																							FUN_031838-T1
OG0061750																							FUN_031840-T1
OG0061751																							FUN_031846-T1
OG0061752																							FUN_031882-T1
OG0061753																							FUN_031885-T1
OG0061754																							FUN_031886-T1
OG0061755																							FUN_031896-T1
OG0061756																							FUN_031931-T1
OG0061757																							FUN_031932-T1
OG0061758																							FUN_031935-T1
OG0061759																							FUN_031959-T1
OG0061760																							FUN_031966-T1
OG0061761																							FUN_032007-T1
OG0061762																							FUN_032008-T1
OG0061763																							FUN_032009-T1
OG0061764																							FUN_032021-T1
OG0061765																							FUN_032035-T1
OG0061766																							FUN_032066-T1
OG0061767																							FUN_032067-T1
OG0061768																							FUN_032068-T1
OG0061769																							FUN_032081-T1
OG0061770																							FUN_032083-T1
OG0061771																							FUN_032106-T1
OG0061772																							FUN_032164-T1
OG0061773																							FUN_032173-T1
OG0061774																							FUN_032178-T1
OG0061775																							FUN_032197-T1
OG0061776																							FUN_032204-T1
OG0061777																							FUN_032216-T1
OG0061778																							FUN_032225-T1
OG0061779																							FUN_032236-T1
OG0061780																							FUN_032243-T1
OG0061781																							FUN_032244-T1
OG0061782																							FUN_032246-T1
OG0061783																							FUN_032277-T1
OG0061784																							FUN_032285-T1
OG0061785																							FUN_032321-T1
OG0061786																							FUN_032325-T1
OG0061787																							FUN_032331-T1
OG0061788																							FUN_032332-T1
OG0061789																							FUN_032341-T1
OG0061790																							FUN_032342-T1
OG0061791																							FUN_032360-T1
OG0061792																							FUN_032367-T1
OG0061793																							FUN_032377-T1
OG0061794																							FUN_032384-T1
OG0061795																							FUN_032385-T1
OG0061796																							FUN_032414-T1
OG0061797																							FUN_032428-T1
OG0061798																							FUN_032432-T1
OG0061799																							FUN_032446-T1
OG0061800																							FUN_032448-T1
OG0061801																							FUN_032453-T1
OG0061802																							FUN_032494-T1
OG0061803																							FUN_032502-T1
OG0061804																							FUN_032505-T1
OG0061805																							FUN_032516-T1
OG0061806																							FUN_032517-T1
OG0061807																							FUN_032528-T1
OG0061808																							FUN_032530-T1
OG0061809																							FUN_032536-T1
OG0061810																							FUN_032557-T1
OG0061811																							FUN_032574-T1
OG0061812																							FUN_032591-T1
OG0061813																							FUN_032594-T1
OG0061814																							FUN_032600-T1
OG0061815																							FUN_032601-T1
OG0061816																							FUN_032622-T1
OG0061817																							FUN_032623-T1
OG0061818																							FUN_032659-T1
OG0061819																							FUN_032737-T1
OG0061820																							FUN_032738-T1
OG0061821																							FUN_032739-T1
OG0061822																							FUN_032755-T1
OG0061823																							FUN_032769-T1
OG0061824																							FUN_032783-T1
OG0061825																							FUN_032793-T1
OG0061826																							FUN_032795-T1
OG0061827																							FUN_032841-T1
OG0061828																							FUN_032872-T1
OG0061829																							FUN_032874-T1
OG0061830																							FUN_032943-T1
OG0061831																							FUN_032964-T1
OG0061832																							FUN_032967-T1
OG0061833																							FUN_033000-T1
OG0061834																							FUN_033019-T1
OG0061835																							FUN_033020-T1
OG0061836																							FUN_033038-T1
OG0061837																							FUN_033067-T1
OG0061838																							FUN_033071-T1
OG0061839																							FUN_033094-T1
OG0061840																							FUN_033104-T1
OG0061841																							FUN_033108-T1
OG0061842																							FUN_033122-T1
OG0061843																							FUN_033125-T1
OG0061844																							FUN_033149-T1
OG0061845																							FUN_033172-T1
OG0061846																							FUN_033232-T1
OG0061847																							FUN_033250-T1
OG0061848																							FUN_033252-T1
OG0061849																							FUN_033257-T1
OG0061850																							FUN_033271-T1
OG0061851																							FUN_033280-T1
OG0061852																							FUN_033302-T1
OG0061853																							FUN_033344-T1
OG0061854																							FUN_033349-T1
OG0061855																							FUN_033389-T1
OG0061856																							FUN_033422-T1
OG0061857																							FUN_033451-T1
OG0061858																							FUN_033453-T1
OG0061859																							FUN_033466-T1
OG0061860																							FUN_033477-T1
OG0061861																							FUN_033493-T1
OG0061862																							FUN_033494-T1
OG0061863																							FUN_033523-T1
OG0061864																							FUN_033551-T1
OG0061865																							FUN_033581-T1
OG0061866																							FUN_033606-T1
OG0061867																							FUN_033632-T1
OG0061868																							FUN_033633-T1
OG0061869																							FUN_033649-T1
OG0061870																							FUN_033709-T1
OG0061871																							FUN_033777-T1
OG0061872																							FUN_033788-T1
OG0061873																							FUN_033789-T1
OG0061874																							FUN_033797-T1
OG0061875																							FUN_033799-T1
OG0061876																							FUN_033815-T1
OG0061877																							FUN_033862-T1
OG0061878																							FUN_033868-T1
OG0061879																							FUN_033894-T1
OG0061880																							FUN_033898-T1
OG0061881																							FUN_033915-T1
OG0061882																							FUN_033943-T1
OG0061883																							FUN_033975-T1
OG0061884																							FUN_033978-T2
OG0061885																							FUN_033981-T1
OG0061886																							FUN_033987-T1
OG0061887																							FUN_033990-T1
OG0061888																							FUN_033991-T1
OG0061889																							FUN_034009-T1
OG0061890																							FUN_034045-T1
OG0061891																							FUN_034049-T1
OG0061892																							FUN_034063-T1
OG0061893																							FUN_034078-T1
OG0061894																							FUN_034098-T1
OG0061895																							FUN_034108-T1
OG0061896																							FUN_034146-T1
OG0061897																							FUN_034162-T1
OG0061898																							FUN_034179-T1
OG0061899																							FUN_034209-T1
OG0061900																							FUN_034216-T1
OG0061901																							FUN_034218-T1
OG0061902																							FUN_034259-T1
OG0061903																							FUN_034272-T1
OG0061904																							FUN_034273-T1
OG0061905																							FUN_034278-T1
OG0061906																							FUN_034307-T1
OG0061907																							FUN_034317-T1
OG0061908																							FUN_034325-T1
OG0061909																							FUN_034333-T1
OG0061910																							FUN_034348-T1
OG0061911																							FUN_034366-T1
OG0061912																							FUN_034427-T1
OG0061913																							FUN_034445-T1
OG0061914																							FUN_034455-T1
OG0061915																							FUN_034466-T1
OG0061916																							FUN_034476-T1
OG0061917																							FUN_034498-T1
OG0061918																							FUN_034516-T1
OG0061919																							FUN_034523-T1
OG0061920																							FUN_034534-T1
OG0061921																							FUN_034683-T1
OG0061922																							FUN_034727-T1
OG0061923																							FUN_034732-T1
OG0061924																							FUN_034739-T1
OG0061925																							FUN_034773-T1
OG0061926																							FUN_034774-T1
OG0061927																							FUN_034777-T1
OG0061928																							FUN_034779-T1
OG0061929																							FUN_034792-T1
OG0061930																							FUN_034808-T1
OG0061931																							FUN_034813-T1
OG0061932																							FUN_034840-T1
OG0061933																							FUN_034844-T1
OG0061934																							FUN_034854-T1
OG0061935																							FUN_034868-T1
OG0061936																							FUN_034881-T1
OG0061937																							FUN_034900-T1
OG0061938																							FUN_034903-T1
OG0061939																							FUN_034909-T1
OG0061940																							FUN_034920-T1
OG0061941																							FUN_034924-T1
OG0061942																							FUN_034953-T1
OG0061943																							FUN_034959-T1
OG0061944																							FUN_034971-T1
OG0061945																							FUN_034994-T1
OG0061946																							FUN_034997-T1
OG0061947																							FUN_035000-T1
OG0061948																							FUN_035015-T1
OG0061949																							FUN_035039-T1
OG0061950																							FUN_035051-T1
OG0061951																							FUN_035057-T1
OG0061952																							FUN_035065-T1
OG0061953																							FUN_035066-T1
OG0061954																							FUN_035093-T1
OG0061955																							FUN_035096-T1
OG0061956																							FUN_035107-T1
OG0061957																							FUN_035110-T1
OG0061958																							FUN_035118-T1
OG0061959																							FUN_035147-T1
OG0061960																							FUN_035162-T1
OG0061961																							FUN_035163-T1
OG0061962																							FUN_035184-T1
OG0061963																							FUN_035190-T1
OG0061964																							FUN_035192-T1
OG0061965																							FUN_035198-T2
OG0061966																							FUN_035209-T1
OG0061967																							FUN_035211-T1
OG0061968																							FUN_035224-T1
OG0061969																							FUN_035225-T1
OG0061970																							FUN_035239-T1
OG0061971																							FUN_035283-T1
OG0061972																							FUN_035284-T1
OG0061973																							FUN_035290-T1
OG0061974																							FUN_035295-T1
OG0061975																							FUN_035318-T1
OG0061976																							FUN_035331-T1
OG0061977																							FUN_035348-T1
OG0061978																							FUN_035367-T1
OG0061979																							FUN_035412-T1
OG0061980																							FUN_035421-T1
OG0061981																							FUN_035451-T1
OG0061982																							FUN_035541-T1
OG0061983																							FUN_035549-T1
OG0061984																							FUN_035551-T1
OG0061985																							FUN_035554-T1
OG0061986																							FUN_035561-T1
OG0061987																							FUN_035679-T1
OG0061988																							FUN_035708-T1
OG0061989																							FUN_035797-T1
OG0061990																							FUN_035798-T1
OG0061991																							FUN_035803-T1
OG0061992																							FUN_035830-T1
OG0061993																							FUN_035831-T1
OG0061994																							FUN_035837-T1
OG0061995																							FUN_035855-T1
OG0061996																							FUN_035861-T1
OG0061997																							FUN_035873-T1
OG0061998																							FUN_035884-T1
OG0061999																							FUN_035923-T1
OG0062000																							FUN_035938-T1
OG0062001																							FUN_035971-T1
OG0062002																							FUN_036004-T1
OG0062003																							FUN_036005-T1
OG0062004																							FUN_036038-T1
